ball_x,ball_y,ball_vx,ball_vy,paddle_y
258,316,-4,4,231
254,320,-4,4,231
250,324,-4,4,231
246,328,-4,4,231
242,332,-4,4,231
238,336,-4,4,231
234,340,-4,4,231
230,344,-4,4,231
226,348,-4,4,231
222,352,-4,4,231
218,356,-4,4,231
214,360,-4,4,231
210,364,-4,4,231
206,368,-4,4,231
202,372,-4,4,231
198,376,-4,4,231
194,380,-4,4,231
190,384,-4,4,231
186,388,-4,4,231
182,392,-4,4,231
178,396,-4,4,231
174,400,-4,4,231
170,404,-4,4,231
166,408,-4,4,231
162,412,-4,4,231
158,416,-4,4,231
154,420,-4,4,231
150,424,-4,4,231
146,428,-4,4,231
142,432,-4,4,231
138,436,-4,4,231
134,440,-4,4,231
130,444,-4,4,231
126,448,-4,4,231
122,452,-4,4,231
118,456,-4,4,231
114,460,-4,4,231
110,464,-4,4,231
106,468,-4,4,231
102,472,-4,4,231
98,476,-4,4,231
94,480,-4,4,231
90,484,-4,4,231
86,488,-4,4,231
82,492,-4,4,231
78,496,-4,4,231
74,500,-4,4,231
70,504,-4,4,231
66,508,-4,4,231
62,512,-4,4,231
58,516,-4,4,231
54,520,-4,4,231
50,524,-4,4,231
46,528,-4,4,231
42,532,-4,4,231
38,536,-4,4,231
34,540,-4,4,231
30,544,-4,4,231
26,548,-4,4,231
22,552,-4,4,231
26,556,4,4,231
30,560,4,4,231
34,564,4,4,231
38,568,4,4,231
42,572,4,4,231
46,576,4,4,231
50,580,4,4,231
54,576,4,-4,231
58,572,4,-4,231
62,568,4,-4,231
66,564,4,-4,231
70,560,4,-4,231
74,556,4,-4,231
78,552,4,-4,231
82,548,4,-4,231
86,544,4,-4,231
90,540,4,-4,231
94,536,4,-4,231
98,532,4,-4,231
102,528,4,-4,231
106,524,4,-4,231
110,520,4,-4,231
114,516,4,-4,231
118,512,4,-4,231
122,508,4,-4,231
126,504,4,-4,231
130,500,4,-4,231
134,496,4,-4,231
138,492,4,-4,231
142,488,4,-4,231
146,484,4,-4,231
150,480,4,-4,231
154,476,4,-4,231
158,472,4,-4,231
162,468,4,-4,231
166,464,4,-4,231
170,460,4,-4,231
174,456,4,-4,231
178,452,4,-4,231
182,448,4,-4,231
186,444,4,-4,231
190,440,4,-4,231
194,436,4,-4,231
198,432,4,-4,231
202,428,4,-4,231
206,424,4,-4,231
210,420,4,-4,231
214,416,4,-4,231
218,412,4,-4,231
222,408,4,-4,231
226,404,4,-4,231
230,400,4,-4,231
234,396,4,-4,231
238,392,4,-4,231
242,388,4,-4,231
246,384,4,-4,231
250,380,4,-4,231
254,376,4,-4,231
258,372,4,-4,231
262,368,4,-4,231
266,364,4,-4,231
270,360,4,-4,231
274,356,4,-4,231
278,352,4,-4,231
282,348,4,-4,231
286,344,4,-4,231
290,340,4,-4,231
294,336,4,-4,231
298,332,4,-4,231
302,328,4,-4,231
306,324,4,-4,231
310,320,4,-4,231
314,316,4,-4,231
318,312,4,-4,231
322,308,4,-4,231
326,304,4,-4,231
330,300,4,-4,231
334,296,4,-4,231
338,292,4,-4,231
342,288,4,-4,231
346,284,4,-4,231
350,280,4,-4,231
354,276,4,-4,231
358,272,4,-4,231
362,268,4,-4,231
366,264,4,-4,231
370,260,4,-4,231
374,256,4,-4,231
378,252,4,-4,231
382,248,4,-4,231
386,244,4,-4,231
390,240,4,-4,231
394,236,4,-4,231
398,232,4,-4,231
402,228,4,-4,231
406,224,4,-4,231
410,220,4,-4,231
414,216,4,-4,231
418,212,4,-4,228
422,208,4,-4,226
426,204,4,-4,225
430,200,4,-4,223
434,196,4,-4,221
438,192,4,-4,218
442,188,4,-4,215
446,184,4,-4,212
450,180,4,-4,210
454,176,4,-4,209
458,172,4,-4,207
462,168,4,-4,204
466,164,4,-4,200
470,160,4,-4,195
474,156,4,-4,191
478,152,4,-4,188
482,148,4,-4,185
486,144,4,-4,183
490,140,4,-4,181
494,136,4,-4,177
498,132,4,-4,175
502,128,4,-4,171
506,124,4,-4,166
510,120,4,-4,163
514,116,4,-4,161
518,112,4,-4,158
522,108,4,-4,156
526,104,4,-4,152
530,100,4,-4,151
534,96,4,-4,149
538,92,4,-4,148
542,88,4,-4,148
546,84,4,-4,146
550,80,4,-4,144
554,76,4,-4,143
558,72,4,-4,142
562,68,4,-4,140
566,64,4,-4,138
570,60,4,-4,137
574,56,4,-4,135
578,52,4,-4,134
582,48,4,-4,131
586,44,4,-4,128
590,40,4,-4,125
594,36,4,-4,122
598,32,4,-4,119
602,28,4,-4,115
606,24,4,-4,113
610,20,4,-4,110
614,24,4,4,108
618,28,4,4,104
622,32,4,4,101
626,36,4,4,98
630,40,4,4,95
634,44,4,4,92
638,48,4,4,91
642,52,4,4,89
646,56,4,4,86
650,60,4,4,84
654,64,4,4,82
658,68,4,4,81
662,72,4,4,80
666,76,4,4,80
670,80,4,4,80
674,84,4,4,80
678,88,4,4,80
682,92,4,4,80
686,96,4,4,80
690,100,4,4,80
694,104,4,4,81
698,108,4,4,83
702,112,4,4,86
706,116,4,4,90
710,120,4,4,96
714,124,4,4,101
718,128,4,4,103
722,132,4,4,105
726,136,4,4,106
730,140,4,4,108
734,144,4,4,109
738,148,4,4,110
742,152,4,4,115
746,156,4,4,120
750,160,4,4,125
754,164,4,4,127
758,168,4,4,129
762,172,4,4,131
766,176,4,4,132
770,180,4,4,134
770,180,-4,4,137
766,184,-4,4,142
762,188,-4,4,145
758,192,-4,4,151
754,196,-4,4,156
750,200,-4,4,163
746,204,-4,4,166
742,208,-4,4,168
738,212,-4,4,169
734,216,-4,4,169
730,220,-4,4,169
726,224,-4,4,169
722,228,-4,4,169
718,232,-4,4,169
714,236,-4,4,169
710,240,-4,4,169
706,244,-4,4,169
702,248,-4,4,169
698,252,-4,4,169
694,256,-4,4,169
690,260,-4,4,169
686,264,-4,4,169
682,268,-4,4,169
678,272,-4,4,169
674,276,-4,4,169
670,280,-4,4,169
666,284,-4,4,170
662,288,-4,4,172
658,292,-4,4,174
654,296,-4,4,178
650,300,-4,4,182
646,304,-4,4,186
642,308,-4,4,188
638,312,-4,4,190
634,316,-4,4,192
630,320,-4,4,196
626,324,-4,4,201
622,328,-4,4,205
618,332,-4,4,209
614,336,-4,4,214
610,340,-4,4,218
606,344,-4,4,222
602,348,-4,4,225
598,352,-4,4,228
594,356,-4,4,231
590,360,-4,4,233
586,364,-4,4,236
582,368,-4,4,239
578,372,-4,4,241
574,376,-4,4,244
570,380,-4,4,248
566,384,-4,4,251
562,388,-4,4,254
558,392,-4,4,259
554,396,-4,4,260
550,400,-4,4,265
546,404,-4,4,269
542,408,-4,4,272
538,412,-4,4,277
534,416,-4,4,279
530,420,-4,4,282
526,424,-4,4,284
522,428,-4,4,286
518,432,-4,4,286
514,436,-4,4,287
510,440,-4,4,288
506,444,-4,4,288
502,448,-4,4,288
498,452,-4,4,288
494,456,-4,4,288
490,460,-4,4,288
486,464,-4,4,288
482,468,-4,4,288
478,472,-4,4,288
474,476,-4,4,288
470,480,-4,4,288
466,484,-4,4,288
462,488,-4,4,288
458,492,-4,4,288
454,496,-4,4,288
450,500,-4,4,288
446,504,-4,4,287
442,508,-4,4,286
438,512,-4,4,286
434,516,-4,4,286
430,520,-4,4,285
426,524,-4,4,285
422,528,-4,4,285
418,532,-4,4,285
414,536,-4,4,285
410,540,-4,4,285
406,544,-4,4,285
402,548,-4,4,285
398,552,-4,4,285
394,556,-4,4,285
390,560,-4,4,285
386,564,-4,4,285
382,568,-4,4,285
378,572,-4,4,285
374,576,-4,4,285
370,580,-4,4,285
366,576,-4,-4,285
362,572,-4,-4,285
358,568,-4,-4,285
354,564,-4,-4,285
350,560,-4,-4,285
346,556,-4,-4,285
342,552,-4,-4,285
338,548,-4,-4,285
334,544,-4,-4,285
330,540,-4,-4,285
326,536,-4,-4,285
322,532,-4,-4,285
318,528,-4,-4,285
314,524,-4,-4,285
310,520,-4,-4,285
306,516,-4,-4,285
302,512,-4,-4,285
298,508,-4,-4,285
294,504,-4,-4,285
290,500,-4,-4,285
286,496,-4,-4,285
282,492,-4,-4,285
278,488,-4,-4,285
274,484,-4,-4,285
270,480,-4,-4,285
266,476,-4,-4,285
262,472,-4,-4,285
258,468,-4,-4,285
254,464,-4,-4,285
250,460,-4,-4,285
246,456,-4,-4,285
242,452,-4,-4,285
238,448,-4,-4,285
234,444,-4,-4,285
230,440,-4,-4,285
226,436,-4,-4,285
222,432,-4,-4,285
218,428,-4,-4,285
214,424,-4,-4,285
210,420,-4,-4,285
206,416,-4,-4,285
202,412,-4,-4,285
198,408,-4,-4,285
194,404,-4,-4,285
190,400,-4,-4,285
186,396,-4,-4,285
182,392,-4,-4,285
178,388,-4,-4,285
174,384,-4,-4,285
170,380,-4,-4,285
166,376,-4,-4,285
162,372,-4,-4,285
158,368,-4,-4,285
154,364,-4,-4,285
150,360,-4,-4,285
146,356,-4,-4,285
142,352,-4,-4,285
138,348,-4,-4,285
134,344,-4,-4,285
130,340,-4,-4,285
126,336,-4,-4,285
122,332,-4,-4,285
118,328,-4,-4,285
114,324,-4,-4,285
110,320,-4,-4,285
106,316,-4,-4,285
102,312,-4,-4,285
98,308,-4,-4,285
94,304,-4,-4,285
90,300,-4,-4,285
86,296,-4,-4,285
82,292,-4,-4,285
78,288,-4,-4,285
74,284,-4,-4,285
70,280,-4,-4,285
66,276,-4,-4,285
62,272,-4,-4,285
58,268,-4,-4,285
54,264,-4,-4,285
50,260,-4,-4,285
46,256,-4,-4,285
42,252,-4,-4,285
38,248,-4,-4,285
34,244,-4,-4,285
30,240,-4,-4,285
26,236,-4,-4,285
22,232,-4,-4,285
26,228,4,-4,285
30,224,4,-4,285
34,220,4,-4,285
38,216,4,-4,285
42,212,4,-4,285
46,208,4,-4,285
50,204,4,-4,285
54,200,4,-4,285
58,196,4,-4,285
62,192,4,-4,285
66,188,4,-4,285
70,184,4,-4,285
74,180,4,-4,285
78,176,4,-4,285
82,172,4,-4,285
86,168,4,-4,285
90,164,4,-4,285
94,160,4,-4,285
98,156,4,-4,285
102,152,4,-4,285
106,148,4,-4,285
110,144,4,-4,285
114,140,4,-4,285
118,136,4,-4,285
122,132,4,-4,285
126,128,4,-4,285
130,124,4,-4,285
134,120,4,-4,285
138,116,4,-4,285
142,112,4,-4,285
146,108,4,-4,285
150,104,4,-4,285
154,100,4,-4,285
158,96,4,-4,285
162,92,4,-4,285
166,88,4,-4,285
170,84,4,-4,285
174,80,4,-4,285
178,76,4,-4,285
182,72,4,-4,285
186,68,4,-4,285
190,64,4,-4,285
194,60,4,-4,285
198,56,4,-4,285
202,52,4,-4,285
206,48,4,-4,285
210,44,4,-4,285
214,40,4,-4,285
218,36,4,-4,285
222,32,4,-4,285
226,28,4,-4,285
230,24,4,-4,285
234,20,4,-4,285
238,24,4,4,285
242,28,4,4,285
246,32,4,4,285
250,36,4,4,285
254,40,4,4,285
258,44,4,4,285
262,48,4,4,285
266,52,4,4,285
270,56,4,4,285
274,60,4,4,285
278,64,4,4,285
282,68,4,4,285
286,72,4,4,285
290,76,4,4,285
294,80,4,4,285
298,84,4,4,285
302,88,4,4,285
306,92,4,4,285
310,96,4,4,285
314,100,4,4,285
318,104,4,4,285
322,108,4,4,285
326,112,4,4,285
330,116,4,4,285
334,120,4,4,285
338,124,4,4,286
342,128,4,4,287
346,132,4,4,288
350,136,4,4,289
354,140,4,4,290
358,144,4,4,292
362,148,4,4,294
366,152,4,4,297
370,156,4,4,299
374,160,4,4,301
378,164,4,4,303
382,168,4,4,304
386,172,4,4,307
390,176,4,4,309
394,180,4,4,311
398,184,4,4,313
402,188,4,4,315
406,192,4,4,319
410,196,4,4,321
414,200,4,4,323
418,204,4,4,324
422,208,4,4,327
426,212,4,4,331
430,216,4,4,334
434,220,4,4,338
438,224,4,4,342
442,228,4,4,345
446,232,4,4,347
450,236,4,4,349
454,240,4,4,352
458,244,4,4,353
462,248,4,4,355
466,252,4,4,358
470,256,4,4,359
474,260,4,4,362
478,264,4,4,363
482,268,4,4,365
486,272,4,4,367
490,276,4,4,370
494,280,4,4,373
498,284,4,4,376
502,288,4,4,377
506,292,4,4,379
510,296,4,4,381
514,300,4,4,383
518,304,4,4,384
522,308,4,4,385
526,312,4,4,386
530,316,4,4,387
534,320,4,4,389
538,324,4,4,390
542,328,4,4,390
546,332,4,4,392
550,336,4,4,394
554,340,4,4,394
558,344,4,4,399
562,348,4,4,401
566,352,4,4,402
570,356,4,4,404
574,360,4,4,406
578,364,4,4,407
582,368,4,4,409
586,372,4,4,411
590,376,4,4,413
594,380,4,4,416
598,384,4,4,417
602,388,4,4,419
606,392,4,4,421
610,396,4,4,422
614,400,4,4,424
618,404,4,4,425
622,408,4,4,427
626,412,4,4,428
630,416,4,4,431
634,420,4,4,433
638,424,4,4,435
642,428,4,4,439
646,432,4,4,442
650,436,4,4,444
654,440,4,4,445
658,444,4,4,448
662,448,4,4,450
666,452,4,4,451
670,456,4,4,452
674,460,4,4,454
678,464,4,4,459
682,468,4,4,464
686,472,4,4,466
690,476,4,4,467
694,480,4,4,467
698,484,4,4,467
702,488,4,4,469
706,492,4,4,472
710,496,4,4,476
714,500,4,4,483
718,504,4,4,485
722,508,4,4,490
726,512,4,4,491
730,516,4,4,494
734,520,4,4,496
738,524,4,4,496
742,528,4,4,497
746,532,4,4,497
750,536,4,4,498
754,540,4,4,500
758,544,4,4,504
762,548,4,4,505
766,552,4,4,507
770,556,4,4,507
770,556,-4,4,508
766,560,-4,4,508
762,564,-4,4,508
758,568,-4,4,508
754,572,-4,4,508
750,576,-4,4,508
746,580,-4,4,508
742,576,-4,-4,508
738,572,-4,-4,508
734,568,-4,-4,508
730,564,-4,-4,508
726,560,-4,-4,508
722,556,-4,-4,508
718,552,-4,-4,507
714,548,-4,-4,505
710,544,-4,-4,505
706,540,-4,-4,497
702,536,-4,-4,492
698,532,-4,-4,485
694,528,-4,-4,477
690,524,-4,-4,468
686,520,-4,-4,463
682,516,-4,-4,461
678,512,-4,-4,459
674,508,-4,-4,458
670,504,-4,-4,456
666,500,-4,-4,454
662,496,-4,-4,452
658,492,-4,-4,450
654,488,-4,-4,449
650,484,-4,-4,447
646,480,-4,-4,446
642,476,-4,-4,444
638,472,-4,-4,444
634,468,-4,-4,442
630,464,-4,-4,440
626,460,-4,-4,439
622,456,-4,-4,438
618,452,-4,-4,436
614,448,-4,-4,435
610,444,-4,-4,433
606,440,-4,-4,431
602,436,-4,-4,429
598,432,-4,-4,428
594,428,-4,-4,426
590,424,-4,-4,424
586,420,-4,-4,424
582,416,-4,-4,422
578,412,-4,-4,420
574,408,-4,-4,418
570,404,-4,-4,416
566,400,-4,-4,414
562,396,-4,-4,412
558,392,-4,-4,410
554,388,-4,-4,408
550,384,-4,-4,407
546,380,-4,-4,406
542,376,-4,-4,404
538,372,-4,-4,403
534,368,-4,-4,401
530,364,-4,-4,399
526,360,-4,-4,398
522,356,-4,-4,391
518,352,-4,-4,388
514,348,-4,-4,386
510,344,-4,-4,385
506,340,-4,-4,383
502,336,-4,-4,381
498,332,-4,-4,379
494,328,-4,-4,377
490,324,-4,-4,375
486,320,-4,-4,374
482,316,-4,-4,372
478,312,-4,-4,370
474,308,-4,-4,369
470,304,-4,-4,367
466,300,-4,-4,365
462,296,-4,-4,363
458,292,-4,-4,360
454,288,-4,-4,358
450,284,-4,-4,356
446,280,-4,-4,354
442,276,-4,-4,353
438,272,-4,-4,352
434,268,-4,-4,351
430,264,-4,-4,350
426,260,-4,-4,349
422,256,-4,-4,348
418,252,-4,-4,346
414,248,-4,-4,345
410,244,-4,-4,344
406,240,-4,-4,343
402,236,-4,-4,342
398,232,-4,-4,341
394,228,-4,-4,341
390,224,-4,-4,340
386,220,-4,-4,340
382,216,-4,-4,340
378,212,-4,-4,340
374,208,-4,-4,340
370,204,-4,-4,340
366,200,-4,-4,340
362,196,-4,-4,340
358,192,-4,-4,340
354,188,-4,-4,340
350,184,-4,-4,340
346,180,-4,-4,340
342,176,-4,-4,340
338,172,-4,-4,340
334,168,-4,-4,340
330,164,-4,-4,340
326,160,-4,-4,340
322,156,-4,-4,340
318,152,-4,-4,340
314,148,-4,-4,340
310,144,-4,-4,340
306,140,-4,-4,340
302,136,-4,-4,340
298,132,-4,-4,340
294,128,-4,-4,340
290,124,-4,-4,340
286,120,-4,-4,340
282,116,-4,-4,340
278,112,-4,-4,340
274,108,-4,-4,340
270,104,-4,-4,340
266,100,-4,-4,340
262,96,-4,-4,340
258,92,-4,-4,340
254,88,-4,-4,340
250,84,-4,-4,340
246,80,-4,-4,340
242,76,-4,-4,340
238,72,-4,-4,340
234,68,-4,-4,340
230,64,-4,-4,340
226,60,-4,-4,340
222,56,-4,-4,340
218,52,-4,-4,340
214,48,-4,-4,340
210,44,-4,-4,340
206,40,-4,-4,340
202,36,-4,-4,340
198,32,-4,-4,340
194,28,-4,-4,340
190,24,-4,-4,340
186,20,-4,-4,340
182,24,-4,4,340
178,28,-4,4,340
174,32,-4,4,340
170,36,-4,4,340
166,40,-4,4,340
162,44,-4,4,340
158,48,-4,4,340
154,52,-4,4,340
150,56,-4,4,340
146,60,-4,4,340
142,64,-4,4,340
138,68,-4,4,340
134,72,-4,4,340
130,76,-4,4,340
126,80,-4,4,340
122,84,-4,4,340
118,88,-4,4,340
114,92,-4,4,340
110,96,-4,4,340
106,100,-4,4,340
102,104,-4,4,340
98,108,-4,4,340
94,112,-4,4,340
90,116,-4,4,340
86,120,-4,4,340
82,124,-4,4,340
78,128,-4,4,340
74,132,-4,4,340
70,136,-4,4,340
66,140,-4,4,340
62,144,-4,4,340
58,148,-4,4,340
54,152,-4,4,340
50,156,-4,4,340
46,160,-4,4,340
42,164,-4,4,340
38,168,-4,4,340
34,172,-4,4,340
30,176,-4,4,340
26,180,-4,4,340
22,184,-4,4,340
26,188,4,4,340
30,192,4,4,340
34,196,4,4,340
38,200,4,4,340
42,204,4,4,340
46,208,4,4,340
50,212,4,4,340
54,216,4,4,340
58,220,4,4,340
62,224,4,4,340
66,228,4,4,340
70,232,4,4,340
74,236,4,4,340
78,240,4,4,340
82,244,4,4,340
86,248,4,4,341
90,252,4,4,342
94,256,4,4,342
98,260,4,4,342
102,264,4,4,342
106,268,4,4,342
110,272,4,4,343
114,276,4,4,343
118,280,4,4,343
122,284,4,4,343
126,288,4,4,343
130,292,4,4,343
134,296,4,4,343
138,300,4,4,343
142,304,4,4,343
146,308,4,4,343
150,312,4,4,343
154,316,4,4,343
158,320,4,4,343
162,324,4,4,343
166,328,4,4,343
170,332,4,4,343
174,336,4,4,343
178,340,4,4,343
182,344,4,4,343
186,348,4,4,343
190,352,4,4,343
194,356,4,4,343
198,360,4,4,343
202,364,4,4,343
206,368,4,4,343
210,372,4,4,343
214,376,4,4,343
218,380,4,4,343
222,384,4,4,343
226,388,4,4,343
230,392,4,4,343
234,396,4,4,343
238,400,4,4,343
242,404,4,4,343
246,408,4,4,343
250,412,4,4,343
254,416,4,4,343
258,420,4,4,343
262,424,4,4,343
266,428,4,4,343
270,432,4,4,343
274,436,4,4,343
278,440,4,4,343
282,444,4,4,343
286,448,4,4,343
290,452,4,4,343
294,456,4,4,343
298,460,4,4,343
302,464,4,4,343
306,468,4,4,343
310,472,4,4,343
314,476,4,4,343
318,480,4,4,343
322,484,4,4,343
326,488,4,4,343
330,492,4,4,343
334,496,4,4,343
338,500,4,4,343
342,504,4,4,343
346,508,4,4,343
350,512,4,4,343
354,516,4,4,343
358,520,4,4,343
362,524,4,4,343
366,528,4,4,343
370,532,4,4,343
374,536,4,4,343
378,540,4,4,343
382,544,4,4,343
386,548,4,4,343
390,552,4,4,343
394,556,4,4,343
398,560,4,4,343
402,564,4,4,343
406,568,4,4,343
410,572,4,4,343
414,576,4,4,343
418,580,4,4,343
422,576,4,-4,343
426,572,4,-4,343
430,568,4,-4,343
434,564,4,-4,343
438,560,4,-4,343
442,556,4,-4,343
446,552,4,-4,343
450,548,4,-4,343
454,544,4,-4,343
458,540,4,-4,343
462,536,4,-4,343
466,532,4,-4,343
470,528,4,-4,343
474,524,4,-4,343
478,520,4,-4,343
482,516,4,-4,343
486,512,4,-4,343
490,508,4,-4,343
494,504,4,-4,343
498,500,4,-4,343
502,496,4,-4,343
506,492,4,-4,343
510,488,4,-4,343
514,484,4,-4,343
518,480,4,-4,343
522,476,4,-4,342
526,472,4,-4,341
530,468,4,-4,340
534,464,4,-4,340
538,460,4,-4,339
542,456,4,-4,338
546,452,4,-4,337
550,448,4,-4,335
554,444,4,-4,333
558,440,4,-4,331
562,436,4,-4,330
566,432,4,-4,329
570,428,4,-4,327
574,424,4,-4,326
578,420,4,-4,324
582,416,4,-4,323
586,412,4,-4,321
590,408,4,-4,319
594,404,4,-4,317
598,400,4,-4,316
602,396,4,-4,314
606,392,4,-4,312
610,388,4,-4,312
614,384,4,-4,309
618,380,4,-4,308
622,376,4,-4,306
626,372,4,-4,305
630,368,4,-4,305
634,364,4,-4,302
638,360,4,-4,300
642,356,4,-4,297
646,352,4,-4,296
650,348,4,-4,294
654,344,4,-4,292
658,340,4,-4,291
662,336,4,-4,288
666,332,4,-4,286
670,328,4,-4,284
674,324,4,-4,282
678,320,4,-4,280
682,316,4,-4,276
686,312,4,-4,272
690,308,4,-4,268
694,304,4,-4,264
698,300,4,-4,262
702,296,4,-4,259
706,292,4,-4,257
710,288,4,-4,254
714,284,4,-4,249
718,280,4,-4,240
722,276,4,-4,235
726,272,4,-4,229
730,268,4,-4,224
734,264,4,-4,221
738,260,4,-4,219
742,256,4,-4,215
746,252,4,-4,213
750,248,4,-4,209
754,244,4,-4,206
758,240,4,-4,203
762,236,4,-4,200
766,232,4,-4,196
770,228,4,-4,193
770,228,-4,-4,189
766,224,-4,-4,185
762,220,-4,-4,181
758,216,-4,-4,179
754,212,-4,-4,177
750,208,-4,-4,177
746,204,-4,-4,176
742,200,-4,-4,175
738,196,-4,-4,174
734,192,-4,-4,173
730,188,-4,-4,173
726,184,-4,-4,173
722,180,-4,-4,173
718,176,-4,-4,173
714,172,-4,-4,173
710,168,-4,-4,173
706,164,-4,-4,173
702,160,-4,-4,175
698,156,-4,-4,178
694,152,-4,-4,180
690,148,-4,-4,182
686,144,-4,-4,185
682,140,-4,-4,186
678,136,-4,-4,191
674,132,-4,-4,196
670,128,-4,-4,199
666,124,-4,-4,205
662,120,-4,-4,210
658,116,-4,-4,215
654,112,-4,-4,217
650,108,-4,-4,220
646,104,-4,-4,224
642,100,-4,-4,226
638,96,-4,-4,226
634,92,-4,-4,227
630,88,-4,-4,228
626,84,-4,-4,229
622,80,-4,-4,230
618,76,-4,-4,231
614,72,-4,-4,231
610,68,-4,-4,232
606,64,-4,-4,234
602,60,-4,-4,234
598,56,-4,-4,235
594,52,-4,-4,237
590,48,-4,-4,238
586,44,-4,-4,239
582,40,-4,-4,241
578,36,-4,-4,242
574,32,-4,-4,242
570,28,-4,-4,243
566,24,-4,-4,243
562,20,-4,-4,243
558,24,-4,4,243
554,28,-4,4,243
550,32,-4,4,243
546,36,-4,4,243
542,40,-4,4,243
538,44,-4,4,243
534,48,-4,4,243
530,52,-4,4,243
526,56,-4,4,243
522,60,-4,4,243
518,64,-4,4,243
514,68,-4,4,243
510,72,-4,4,243
506,76,-4,4,243
502,80,-4,4,243
498,84,-4,4,243
494,88,-4,4,243
490,92,-4,4,243
486,96,-4,4,243
482,100,-4,4,243
478,104,-4,4,243
474,108,-4,4,243
470,112,-4,4,243
466,116,-4,4,243
462,120,-4,4,243
458,124,-4,4,243
454,128,-4,4,243
450,132,-4,4,243
446,136,-4,4,243
442,140,-4,4,243
438,144,-4,4,243
434,148,-4,4,243
430,152,-4,4,243
426,156,-4,4,243
422,160,-4,4,243
418,164,-4,4,243
414,168,-4,4,243
410,172,-4,4,243
406,176,-4,4,243
402,180,-4,4,243
398,184,-4,4,243
394,188,-4,4,243
390,192,-4,4,243
386,196,-4,4,243
382,200,-4,4,243
378,204,-4,4,243
374,208,-4,4,243
370,212,-4,4,243
366,216,-4,4,243
362,220,-4,4,243
358,224,-4,4,243
354,228,-4,4,243
350,232,-4,4,243
346,236,-4,4,243
342,240,-4,4,243
338,244,-4,4,243
334,248,-4,4,243
330,252,-4,4,243
326,256,-4,4,243
322,260,-4,4,243
318,264,-4,4,243
314,268,-4,4,243
310,272,-4,4,243
306,276,-4,4,243
302,280,-4,4,243
298,284,-4,4,243
294,288,-4,4,243
290,292,-4,4,243
286,296,-4,4,243
282,300,-4,4,243
278,304,-4,4,243
274,308,-4,4,243
270,312,-4,4,243
266,316,-4,4,243
262,320,-4,4,243
258,324,-4,4,243
254,328,-4,4,243
250,332,-4,4,243
246,336,-4,4,243
242,340,-4,4,243
238,344,-4,4,243
234,348,-4,4,243
230,352,-4,4,243
226,356,-4,4,243
222,360,-4,4,243
218,364,-4,4,243
214,368,-4,4,243
210,372,-4,4,243
206,376,-4,4,243
202,380,-4,4,243
198,384,-4,4,243
194,388,-4,4,243
190,392,-4,4,243
186,396,-4,4,243
182,400,-4,4,243
178,404,-4,4,243
174,408,-4,4,243
170,412,-4,4,243
166,416,-4,4,243
162,420,-4,4,243
158,424,-4,4,243
154,428,-4,4,243
150,432,-4,4,243
146,436,-4,4,243
142,440,-4,4,243
138,444,-4,4,243
134,448,-4,4,243
130,452,-4,4,243
126,456,-4,4,243
122,460,-4,4,243
118,464,-4,4,243
114,468,-4,4,243
110,472,-4,4,243
106,476,-4,4,243
102,480,-4,4,243
98,484,-4,4,243
94,488,-4,4,243
90,492,-4,4,243
86,496,-4,4,243
82,500,-4,4,243
78,504,-4,4,243
74,508,-4,4,243
70,512,-4,4,243
66,516,-4,4,243
62,520,-4,4,243
58,524,-4,4,243
54,528,-4,4,243
50,532,-4,4,243
46,536,-4,4,243
42,540,-4,4,243
38,544,-4,4,243
34,548,-4,4,243
30,552,-4,4,243
26,556,-4,4,243
22,560,-4,4,243
26,564,4,4,243
30,568,4,4,243
34,572,4,4,243
38,576,4,4,243
42,580,4,4,243
46,576,4,-4,243
50,572,4,-4,243
54,568,4,-4,243
58,564,4,-4,243
62,560,4,-4,243
66,556,4,-4,243
70,552,4,-4,243
74,548,4,-4,243
78,544,4,-4,243
82,540,4,-4,243
86,536,4,-4,243
90,532,4,-4,243
94,528,4,-4,243
98,524,4,-4,243
102,520,4,-4,243
106,516,4,-4,243
110,512,4,-4,243
114,508,4,-4,243
118,504,4,-4,243
122,500,4,-4,243
126,496,4,-4,243
130,492,4,-4,243
134,488,4,-4,243
138,484,4,-4,243
142,480,4,-4,243
146,476,4,-4,243
150,472,4,-4,243
154,468,4,-4,243
158,464,4,-4,243
162,460,4,-4,243
166,456,4,-4,243
170,452,4,-4,243
174,448,4,-4,243
178,444,4,-4,243
182,440,4,-4,243
186,436,4,-4,243
190,432,4,-4,243
194,428,4,-4,243
198,424,4,-4,243
202,420,4,-4,243
206,416,4,-4,243
210,412,4,-4,243
214,408,4,-4,243
218,404,4,-4,243
222,400,4,-4,243
226,396,4,-4,243
230,392,4,-4,243
234,388,4,-4,243
238,384,4,-4,243
242,380,4,-4,243
246,376,4,-4,243
250,372,4,-4,243
254,368,4,-4,243
258,364,4,-4,243
262,360,4,-4,243
266,356,4,-4,243
270,352,4,-4,243
274,348,4,-4,243
278,344,4,-4,243
282,340,4,-4,243
286,336,4,-4,243
290,332,4,-4,243
294,328,4,-4,243
298,324,4,-4,243
302,320,4,-4,243
306,316,4,-4,243
310,312,4,-4,243
314,308,4,-4,243
318,304,4,-4,243
322,300,4,-4,243
326,296,4,-4,243
330,292,4,-4,243
334,288,4,-4,243
338,284,4,-4,243
342,280,4,-4,243
346,276,4,-4,243
350,272,4,-4,243
354,268,4,-4,243
358,264,4,-4,243
362,260,4,-4,243
